Datetime,Open,High,Low,Close,Volume
2025-01-31 15:40:00+01:00,694.3800048828125,700.3499755859375,693.22998046875,699.6199951171875,669183
2025-01-31 15:45:00+01:00,699.5399780273438,702.4199829101562,697.4199829101562,700.72802734375,669511
2025-01-31 15:50:00+01:00,701.1300048828125,704.9400024414062,699.359619140625,704.510009765625,699744
2025-01-31 15:55:00+01:00,704.6400146484375,705.2999267578125,702.2899780273438,703.844970703125,569931
2025-01-31 16:00:00+01:00,703.8800048828125,704.0700073242188,700.2244873046875,700.5615844726562,301122
2025-01-31 16:05:00+01:00,700.5599975585938,701.22998046875,695.5800170898438,696.655029296875,494825
2025-01-31 16:10:00+01:00,696.698486328125,699.969970703125,696.530029296875,699.4199829101562,381384
2025-01-31 16:15:00+01:00,699.2650146484375,702.219970703125,698.7310180664062,701.4500122070312,330728
2025-01-31 16:20:00+01:00,701.4299926757812,702.2899780273438,700.280029296875,701.8150024414062,242845
2025-01-31 16:25:00+01:00,701.8300170898438,702.1998901367188,700.0905151367188,701.9500122070312,183444
2025-01-31 16:30:00+01:00,701.9500122070312,702.4899291992188,700.5001220703125,702.125,208225
2025-01-31 16:35:00+01:00,702.1981811523438,703.7457275390625,701.2000122070312,702.5999755859375,250465
2025-01-31 16:40:00+01:00,702.5800170898438,702.8699951171875,700.5700073242188,702.489990234375,204135
2025-01-31 16:45:00+01:00,702.6765747070312,703.0900268554688,700.5499877929688,701.5800170898438,176233
2025-01-31 16:50:00+01:00,701.510009765625,702.3300170898438,699.22998046875,699.5499877929688,212173
2025-01-31 16:55:00+01:00,699.3300170898438,701.0,699.1199951171875,700.0150146484375,186560
2025-01-31 17:00:00+01:00,699.8099975585938,701.27001953125,699.52001953125,700.8350219726562,155407
2025-01-31 17:05:00+01:00,700.982177734375,701.0,698.7899780273438,699.6099243164062,103158
2025-01-31 17:10:00+01:00,700.7800903320312,701.2473754882812,700.239990234375,700.5999755859375,183925
2025-01-31 17:15:00+01:00,700.780029296875,701.2277221679688,699.5932006835938,700.364990234375,120855
2025-01-31 17:20:00+01:00,700.4400024414062,700.5787963867188,699.2987060546875,700.1300048828125,113138
2025-01-31 17:25:00+01:00,700.155029296875,700.2899780273438,699.6300048828125,699.9884033203125,138012
2025-01-31 17:30:00+01:00,699.97998046875,700.3099975585938,699.1199951171875,699.3200073242188,143502
2025-01-31 17:35:00+01:00,699.22998046875,700.098388671875,698.6400146484375,698.7849731445312,182606
2025-01-31 17:40:00+01:00,698.7849731445312,700.2999877929688,698.2957763671875,700.1199951171875,157117
2025-01-31 17:45:00+01:00,700.1500244140625,701.25,699.6900024414062,701.25,157576
2025-01-31 17:50:00+01:00,701.25,701.9063110351562,700.5999755859375,701.9063110351562,111774
2025-01-31 17:55:00+01:00,701.719970703125,702.7999877929688,701.5999755859375,702.5,127895
2025-01-31 18:00:00+01:00,702.375,702.5,701.27001953125,701.280029296875,120191
2025-01-31 18:05:00+01:00,701.4000244140625,701.9099731445312,699.8099975585938,700.7650146484375,151709
2025-01-31 18:10:00+01:00,700.7650146484375,701.0700073242188,699.610107421875,700.226806640625,103542
2025-01-31 18:15:00+01:00,700.2100219726562,700.2750244140625,698.5700073242188,698.697509765625,131688
2025-01-31 18:20:00+01:00,698.773681640625,700.010009765625,698.6019287109375,699.5999755859375,94922
2025-01-31 18:25:00+01:00,699.5549926757812,700.0172119140625,698.9500122070312,699.4807739257812,86053
2025-01-31 18:30:00+01:00,699.5050048828125,699.510009765625,697.7800903320312,697.8900146484375,101163
2025-01-31 18:35:00+01:00,698.0,699.0900268554688,698.0,698.64990234375,86445
2025-01-31 18:40:00+01:00,698.47998046875,698.8049926757812,697.2100219726562,697.4199829101562,108214
2025-01-31 18:45:00+01:00,697.4931030273438,698.9400024414062,696.5999755859375,698.8800048828125,134825
2025-01-31 18:50:00+01:00,698.7899780273438,699.7650146484375,698.4201049804688,698.9500122070312,130698
2025-01-31 18:55:00+01:00,698.8900146484375,699.0698852539062,697.2000122070312,697.9199829101562,108077
2025-01-31 19:00:00+01:00,697.9199829101562,698.75,697.5,698.75,84489
2025-01-31 19:05:00+01:00,698.7838745117188,699.0,697.9000244140625,698.0700073242188,97220
2025-01-31 19:10:00+01:00,698.2000122070312,698.4600219726562,697.1199951171875,697.1199951171875,92710
2025-01-31 19:15:00+01:00,697.1749877929688,697.9600219726562,695.9949951171875,696.1199951171875,131818
2025-01-31 19:20:00+01:00,696.1199951171875,697.9000244140625,695.260009765625,696.0700073242188,129501
2025-01-31 19:25:00+01:00,696.2921752929688,696.5299072265625,694.5,694.5999755859375,188263
2025-01-31 19:30:00+01:00,694.5900268554688,695.5,692.8900146484375,693.0449829101562,199026
2025-01-31 19:35:00+01:00,693.1500244140625,696.4000244140625,692.8499755859375,696.0462036132812,172927
2025-01-31 19:40:00+01:00,695.9500122070312,696.5399780273438,694.5401000976562,695.6577758789062,154842
2025-01-31 19:45:00+01:00,695.7050170898438,696.9500122070312,695.4099731445312,696.7802124023438,113836
2025-01-31 19:50:00+01:00,696.8400268554688,697.0,695.22998046875,696.7725219726562,80769
2025-01-31 19:55:00+01:00,696.8800048828125,697.5963745117188,696.7750244140625,697.3001098632812,102993
2025-01-31 20:00:00+01:00,697.376708984375,698.3400268554688,696.9600219726562,697.1799926757812,136754
2025-01-31 20:05:00+01:00,696.37841796875,696.72998046875,693.9500122070312,695.6500244140625,206635
2025-01-31 20:10:00+01:00,695.6378784179688,696.72998046875,694.840087890625,696.5499877929688,193281
2025-01-31 20:15:00+01:00,696.5499877929688,696.9169921875,693.97998046875,694.1400146484375,147278
2025-01-31 20:20:00+01:00,694.0,694.25,692.5200805664062,693.719970703125,207294
2025-01-31 20:25:00+01:00,693.6500244140625,693.9000244140625,692.219970703125,692.885009765625,211333
2025-01-31 20:30:00+01:00,692.8775024414062,693.7000122070312,692.6500854492188,693.1199951171875,145076
2025-01-31 20:35:00+01:00,693.0900268554688,693.3298950195312,690.510009765625,690.6599731445312,194921
2025-01-31 20:40:00+01:00,690.739990234375,692.3873901367188,689.5800170898438,689.9550170898438,203768
2025-01-31 20:45:00+01:00,689.95751953125,690.0903930664062,688.2999877929688,689.7883911132812,196780
2025-01-31 20:50:00+01:00,689.9550170898438,691.1898803710938,689.7100219726562,690.760009765625,180696
2025-01-31 20:55:00+01:00,690.780029296875,691.5,690.13330078125,690.8632202148438,132555
2025-01-31 21:00:00+01:00,690.760009765625,690.864990234375,688.489990234375,688.5,168352
2025-01-31 21:05:00+01:00,689.1900024414062,689.6464233398438,688.010009765625,688.2650146484375,126600
2025-01-31 21:10:00+01:00,688.4299926757812,690.4400024414062,688.3900146484375,689.02001953125,134096
2025-01-31 21:15:00+01:00,688.8800048828125,689.3699951171875,687.7999877929688,688.5075073242188,179599
2025-01-31 21:20:00+01:00,688.6099853515625,689.1300048828125,687.0,688.9600219726562,169149
2025-01-31 21:25:00+01:00,688.97998046875,689.4000244140625,686.77001953125,686.9299926757812,190726
2025-01-31 21:30:00+01:00,687.0399780273438,687.7899780273438,685.5800170898438,685.9600219726562,245750
2025-01-31 21:35:00+01:00,686.0499877929688,688.14990234375,685.760009765625,686.760009765625,227795
2025-01-31 21:40:00+01:00,686.5999755859375,687.9561157226562,686.0001220703125,687.5050048828125,246436
2025-01-31 21:45:00+01:00,687.719970703125,689.239990234375,687.0701293945312,688.0399780273438,178974
2025-01-31 21:50:00+01:00,688.2999877929688,689.3646850585938,686.7550048828125,687.977783203125,294853
2025-01-31 21:55:00+01:00,687.8800048828125,690.1599731445312,687.8800048828125,689.1699829101562,659414
2025-02-03 15:30:00+01:00,675.9099731445312,685.7619018554688,675.25,685.0549926757812,1735207
2025-02-03 15:35:00+01:00,685.375,694.5999145507812,684.1799926757812,692.6400146484375,853931
2025-02-03 15:40:00+01:00,692.6199951171875,697.5,691.8499755859375,696.030029296875,693941
2025-02-03 15:45:00+01:00,696.2349853515625,696.4500122070312,691.02001953125,693.8200073242188,457126
2025-02-03 15:50:00+01:00,695.135009765625,695.5449829101562,691.52001953125,695.0,536230
2025-02-03 15:55:00+01:00,695.0,695.7999877929688,692.0900268554688,693.9199829101562,447154
2025-02-03 16:00:00+01:00,693.7100219726562,693.719970703125,688.2600708007812,689.6849975585938,485765
2025-02-03 16:05:00+01:00,689.6920166015625,690.75,686.1599731445312,688.4876098632812,362174
2025-02-03 16:10:00+01:00,688.3099975585938,688.5499877929688,684.7100830078125,685.6199951171875,285010
2025-02-03 16:15:00+01:00,685.7449951171875,687.3800048828125,684.2999877929688,684.6461181640625,208569
2025-02-03 16:20:00+01:00,684.739990234375,692.4199829101562,683.5300903320312,691.3099975585938,406581
2025-02-03 16:25:00+01:00,691.3599853515625,692.969970703125,689.0599975585938,691.905029296875,322388
2025-02-03 16:30:00+01:00,691.9000244140625,694.169921875,690.4199829101562,692.5449829101562,318807
2025-02-03 16:35:00+01:00,692.7498779296875,694.4600219726562,692.0,693.6099853515625,255984
2025-02-03 16:40:00+01:00,693.6099853515625,696.3599853515625,693.360107421875,695.3300170898438,302203
2025-02-03 16:45:00+01:00,695.2069091796875,695.469970703125,693.719970703125,694.344970703125,223500
2025-02-03 16:50:00+01:00,694.344970703125,696.3656005859375,694.0,695.719970703125,224927
2025-02-03 16:55:00+01:00,695.6500244140625,698.5499877929688,695.489990234375,697.8099975585938,322449
2025-02-03 17:00:00+01:00,697.5811157226562,699.5972290039062,697.0,698.4124755859375,1639687
2025-02-03 17:05:00+01:00,698.1099853515625,698.1500244140625,694.6900024414062,696.530029296875,221144
2025-02-03 17:10:00+01:00,696.6799926757812,697.7399291992188,695.9099731445312,696.030029296875,89176
2025-02-03 17:15:00+01:00,697.6799926757812,699.1799926757812,697.3200073242188,698.72998046875,269850
2025-02-03 17:20:00+01:00,699.1799926757812,699.219970703125,697.4099731445312,698.47998046875,156615
2025-02-03 17:25:00+01:00,698.52001953125,699.510009765625,697.0599975585938,697.1199951171875,142594
2025-02-03 17:30:00+01:00,697.0800170898438,697.6900024414062,695.0499877929688,697.3099975585938,136695
2025-02-03 17:35:00+01:00,697.7199096679688,698.3151245117188,696.77001953125,698.1495971679688,90744
2025-02-03 17:40:00+01:00,698.2000122070312,699.5869140625,697.469970703125,699.4000244140625,154880
2025-02-03 17:45:00+01:00,699.5800170898438,700.5891723632812,698.6599731445312,699.1099853515625,409646
2025-02-03 17:50:00+01:00,698.9349975585938,701.75,698.6571044921875,701.7000122070312,239006
2025-02-03 17:55:00+01:00,701.5900268554688,701.6699829101562,699.3099975585938,699.6998901367188,186946
2025-02-03 18:00:00+01:00,699.5675048828125,699.989990234375,698.0001220703125,698.698486328125,199986
2025-02-03 18:05:00+01:00,698.8099975585938,699.5800170898438,697.9299926757812,699.3668212890625,164760
2025-02-03 18:10:00+01:00,699.6099853515625,700.1298828125,698.8543090820312,699.7100219726562,125743
2025-02-03 18:15:00+01:00,699.780029296875,699.9998779296875,698.8035278320312,699.5999755859375,81254
2025-02-03 18:20:00+01:00,699.510009765625,700.0999145507812,698.2899780273438,700.0700073242188,107193
2025-02-03 18:25:00+01:00,700.0800170898438,701.2000122070312,698.25,698.4000244140625,142958
2025-02-03 18:30:00+01:00,698.260009765625,699.239990234375,697.6099853515625,698.2750244140625,99776
2025-02-03 18:35:00+01:00,698.35498046875,698.8200073242188,697.632080078125,698.2319946289062,129501
2025-02-03 18:40:00+01:00,698.2999877929688,698.6099853515625,697.0,697.5999755859375,162018
2025-02-03 18:45:00+01:00,697.6699829101562,699.22998046875,697.2100219726562,699.010009765625,125054
2025-02-03 18:50:00+01:00,698.905029296875,700.659912109375,698.0,700.4600219726562,186191
2025-02-03 18:55:00+01:00,700.4600219726562,700.4600219726562,697.0599975585938,699.0820922851562,165189
2025-02-03 19:00:00+01:00,699.2449951171875,699.8699951171875,697.4600219726562,699.5100708007812,100335
2025-02-03 19:05:00+01:00,699.6799926757812,699.8900146484375,697.5,697.7501220703125,113763
2025-02-03 19:10:00+01:00,697.7999877929688,701.0,697.75,700.6900024414062,161601
2025-02-03 19:15:00+01:00,700.6900024414062,701.9649047851562,700.6799926757812,701.0999755859375,174977
2025-02-03 19:20:00+01:00,701.155029296875,702.4000244140625,700.7186889648438,702.2000122070312,183476
2025-02-03 19:25:00+01:00,702.219970703125,703.909912109375,701.7949829101562,701.8599853515625,225865
2025-02-03 19:30:00+01:00,702.1699829101562,702.1799926757812,701.2000122070312,701.8303833007812,107482
2025-02-03 19:35:00+01:00,701.780029296875,702.8200073242188,701.3200073242188,702.02001953125,154300
2025-02-03 19:40:00+01:00,702.114990234375,702.7999877929688,700.5499877929688,701.7449951171875,142640
2025-02-03 19:45:00+01:00,701.7449951171875,703.75,701.7000732421875,703.1323852539062,163199
2025-02-03 19:50:00+01:00,703.2150268554688,703.8800048828125,702.6400146484375,703.3331909179688,150358
2025-02-03 19:55:00+01:00,703.0399780273438,704.0,703.02001953125,703.4058227539062,115607
2025-02-03 20:00:00+01:00,703.3099975585938,703.760009765625,702.4000244140625,702.8400268554688,147711
2025-02-03 20:05:00+01:00,702.719970703125,703.0599975585938,702.219970703125,702.4234008789062,102469
2025-02-03 20:10:00+01:00,702.4450073242188,702.97998046875,702.130126953125,702.2100219726562,107478
2025-02-03 20:15:00+01:00,702.4400024414062,703.3800048828125,702.4400024414062,703.2999877929688,106437
2025-02-03 20:20:00+01:00,703.3499755859375,703.4099731445312,702.25,702.4550170898438,112399
2025-02-03 20:25:00+01:00,702.35009765625,702.6099853515625,701.52001953125,701.7550048828125,99637
2025-02-03 20:30:00+01:00,701.7550048828125,702.8300170898438,701.1400146484375,702.0,112922
2025-02-03 20:35:00+01:00,702.0050048828125,702.1699829101562,700.7501220703125,701.02001953125,111004
2025-02-03 20:40:00+01:00,701.02001953125,702.0700073242188,700.77001953125,701.72998046875,109130
2025-02-03 20:45:00+01:00,701.760009765625,702.8499755859375,701.1599731445312,701.844970703125,121696
2025-02-03 20:50:00+01:00,701.844970703125,702.469970703125,701.219970703125,701.9000244140625,103101
2025-02-03 20:55:00+01:00,701.7100219726562,702.3663940429688,700.25,700.5349731445312,114410
2025-02-03 21:00:00+01:00,700.6799926757812,701.6300048828125,700.239990234375,701.125,119969
2025-02-03 21:05:00+01:00,701.0399780273438,701.1300048828125,699.5499877929688,700.364990234375,137652
2025-02-03 21:10:00+01:00,700.364990234375,700.989990234375,700.0,700.2949829101562,119193
2025-02-03 21:15:00+01:00,700.2949829101562,701.1500244140625,699.8499755859375,700.9224853515625,119886
2025-02-03 21:20:00+01:00,700.8699951171875,700.8800048828125,699.9201049804688,700.27001953125,109309
2025-02-03 21:25:00+01:00,700.27001953125,700.3817138671875,698.52001953125,698.6500244140625,138058
2025-02-03 21:30:00+01:00,698.8200073242188,699.5449829101562,698.5,698.89501953125,209466
2025-02-03 21:35:00+01:00,698.8218994140625,699.4432983398438,698.3101196289062,698.4949951171875,158151
2025-02-03 21:40:00+01:00,698.5599975585938,698.9671020507812,697.3699951171875,697.8400268554688,199221
2025-02-03 21:45:00+01:00,697.9199829101562,698.3900146484375,696.7901000976562,697.7000122070312,191850
2025-02-03 21:50:00+01:00,697.8099975585938,698.0,696.0200805664062,697.2999877929688,321787
2025-02-03 21:55:00+01:00,697.219970703125,698.4000244140625,696.77001953125,697.1500244140625,637323
2025-02-04 15:30:00+01:00,702.0,702.3599853515625,695.7000122070312,700.5800170898438,998215
2025-02-04 15:35:00+01:00,700.4000244140625,700.4000244140625,696.0,697.1300048828125,319621
2025-02-04 15:40:00+01:00,697.5399780273438,697.5399780273438,693.2949829101562,693.4299926757812,397446
2025-02-04 15:45:00+01:00,693.4400024414062,693.6099853515625,691.6500244140625,692.5549926757812,362890
2025-02-04 15:50:00+01:00,692.510009765625,694.7999877929688,691.75,693.7750244140625,280673
2025-02-04 15:55:00+01:00,693.7750244140625,697.0,693.7750244140625,696.02001953125,388744
2025-02-04 16:00:00+01:00,695.9719848632812,697.6900024414062,694.0,695.9799194335938,228668
2025-02-04 16:05:00+01:00,695.989990234375,695.989990234375,693.9586791992188,695.7999877929688,171107
2025-02-04 16:10:00+01:00,695.7575073242188,697.5,695.602783203125,696.469970703125,216203
2025-02-04 16:15:00+01:00,696.6300048828125,699.5999755859375,696.6300048828125,699.4000244140625,200387
2025-02-04 16:20:00+01:00,699.3300170898438,700.5999755859375,698.0800170898438,700.219970703125,202252
2025-02-04 16:25:00+01:00,700.0750122070312,701.2899169921875,699.1400146484375,700.4500122070312,220612
2025-02-04 16:30:00+01:00,700.7449951171875,702.2999877929688,698.7600708007812,700.6400146484375,269334
2025-02-04 16:35:00+01:00,700.2899780273438,704.4299926757812,700.1765747070312,703.780029296875,233220
2025-02-04 16:40:00+01:00,703.5999755859375,705.510009765625,703.1900024414062,704.7086181640625,332483
2025-02-04 16:45:00+01:00,704.8699951171875,705.47998046875,702.2899780273438,704.0499877929688,235958
2025-02-04 16:50:00+01:00,704.1500244140625,706.368408203125,703.8132934570312,705.8900146484375,204885
2025-02-04 16:55:00+01:00,705.4401245117188,706.8300170898438,704.647705078125,705.9199829101562,242226
2025-02-04 17:00:00+01:00,706.1199951171875,706.8198852539062,704.7000122070312,705.4099731445312,191191
2025-02-04 17:05:00+01:00,705.3900146484375,705.52099609375,704.0599975585938,705.0546264648438,154918
2025-02-04 17:10:00+01:00,704.9600219726562,706.3200073242188,704.8499755859375,706.3200073242188,90039
2025-02-04 17:15:00+01:00,706.4500122070312,706.5999755859375,705.5800170898438,705.7750244140625,180826
2025-02-04 17:20:00+01:00,705.9500122070312,706.7999267578125,703.9299926757812,703.9797973632812,165771
2025-02-04 17:25:00+01:00,704.4498291015625,705.1099853515625,704.010009765625,704.8699951171875,167767
2025-02-04 17:30:00+01:00,704.860107421875,705.0599975585938,703.8499755859375,704.5349731445312,113131
2025-02-04 17:35:00+01:00,704.631103515625,706.1699829101562,704.340087890625,705.3400268554688,120785
2025-02-04 17:40:00+01:00,705.489990234375,705.6599731445312,701.8099975585938,702.6900024414062,153229
2025-02-04 17:45:00+01:00,702.6900024414062,704.3400268554688,702.469970703125,702.7501220703125,103870
2025-02-04 17:50:00+01:00,703.0999755859375,703.9600219726562,702.510009765625,703.5999755859375,68703
2025-02-04 17:55:00+01:00,703.52001953125,705.0999755859375,703.1400146484375,704.7550048828125,83432
2025-02-04 18:00:00+01:00,704.9199829101562,705.1300048828125,703.4400024414062,704.5250244140625,58520
2025-02-04 18:05:00+01:00,704.469970703125,704.7799072265625,703.7401123046875,704.3699951171875,88289
2025-02-04 18:10:00+01:00,704.4600219726562,705.8400268554688,703.8317260742188,705.64501953125,97104
2025-02-04 18:15:00+01:00,705.739990234375,706.2100219726562,704.5,705.0499877929688,206859
2025-02-04 18:20:00+01:00,705.3599853515625,705.5800170898438,704.3099975585938,705.2780151367188,106924
2025-02-04 18:25:00+01:00,705.3150024414062,705.6099853515625,703.219970703125,703.6199951171875,87566
2025-02-04 18:30:00+01:00,703.8200073242188,703.869873046875,702.5100708007812,702.739990234375,83259
2025-02-04 18:35:00+01:00,702.7899780273438,703.760009765625,702.5701293945312,703.510009765625,72291
2025-02-04 18:40:00+01:00,703.510009765625,704.5700073242188,703.1599731445312,703.905029296875,80265
2025-02-04 18:45:00+01:00,703.989990234375,704.25,703.0,703.1287841796875,119048
2025-02-04 18:50:00+01:00,703.260009765625,704.469970703125,703.1099853515625,703.9450073242188,75524
2025-02-04 18:55:00+01:00,703.9400024414062,704.1400146484375,703.030029296875,703.5,81191
2025-02-04 19:00:00+01:00,703.3200073242188,703.8699951171875,702.7999877929688,702.9249877929688,92900
2025-02-04 19:05:00+01:00,702.719970703125,703.2000122070312,702.0700073242188,703.2000122070312,87781
2025-02-04 19:10:00+01:00,703.0736083984375,704.47998046875,703.0736083984375,704.0546875,125021
2025-02-04 19:15:00+01:00,704.1500244140625,704.5599975585938,703.77001953125,704.2750244140625,81069
2025-02-04 19:20:00+01:00,704.1400146484375,705.2100219726562,703.9299926757812,704.8400268554688,85803
2025-02-04 19:25:00+01:00,704.8400268554688,704.9078979492188,703.7999877929688,704.5549926757812,74862
2025-02-04 19:30:00+01:00,704.5,706.0599975585938,704.5,705.760009765625,111207
2025-02-04 19:35:00+01:00,705.7849731445312,706.8200073242188,705.5499877929688,706.489990234375,136289
2025-02-04 19:40:00+01:00,706.3499755859375,707.4199829101562,706.1600952148438,707.0518188476562,137302
2025-02-04 19:45:00+01:00,707.239990234375,707.239990234375,705.8300170898438,706.2100219726562,80020
2025-02-04 19:50:00+01:00,706.0599975585938,706.239990234375,705.3499755859375,705.6099853515625,77188
2025-02-04 19:55:00+01:00,705.6400146484375,706.0599975585938,705.3499755859375,706.0399780273438,72672
2025-02-04 20:00:00+01:00,705.8565063476562,706.530029296875,705.5599975585938,706.3699951171875,78824
2025-02-04 20:05:00+01:00,706.5454711914062,707.7100219726562,706.388671875,707.3800048828125,129813
2025-02-04 20:10:00+01:00,707.3900146484375,707.489990234375,706.7000122070312,707.0800170898438,82763
2025-02-04 20:15:00+01:00,707.0999755859375,707.3400268554688,706.25,706.9600219726562,80527
2025-02-04 20:20:00+01:00,706.97998046875,707.5,706.0100708007812,706.3900146484375,96598
2025-02-04 20:25:00+01:00,706.40771484375,706.6300048828125,705.4299926757812,706.6199951171875,76538
2025-02-04 20:30:00+01:00,706.6300048828125,707.1799926757812,706.0,706.155029296875,81148
2025-02-04 20:35:00+01:00,706.155029296875,706.6599731445312,705.75,706.219970703125,68081
2025-02-04 20:40:00+01:00,706.219970703125,706.6099853515625,705.7501220703125,706.280029296875,86625
2025-02-04 20:45:00+01:00,706.2999877929688,706.530029296875,705.9000244140625,706.280029296875,90649
2025-02-04 20:50:00+01:00,706.25,706.3248901367188,705.5999755859375,705.9099731445312,93732
2025-02-04 20:55:00+01:00,705.9000244140625,705.9598999023438,704.739990234375,705.6500244140625,122848
2025-02-04 21:00:00+01:00,705.4400024414062,705.75,704.6616821289062,705.219970703125,72047
2025-02-04 21:05:00+01:00,705.0999755859375,705.889892578125,704.9000244140625,705.7899780273438,77719
2025-02-04 21:10:00+01:00,705.7899780273438,706.639892578125,705.5999145507812,706.4000244140625,87720
2025-02-04 21:15:00+01:00,706.3499755859375,707.010009765625,706.1400146484375,706.8900146484375,86790
2025-02-04 21:20:00+01:00,706.8900146484375,706.9650268554688,705.5,705.756103515625,87525
2025-02-04 21:25:00+01:00,705.75,706.2799072265625,704.0900268554688,704.3739013671875,93502
2025-02-04 21:30:00+01:00,704.280029296875,705.1500244140625,703.7899780273438,704.7000122070312,110717
2025-02-04 21:35:00+01:00,704.7949829101562,705.9400024414062,704.4901123046875,705.8150024414062,117505
2025-02-04 21:40:00+01:00,705.9400024414062,706.1599731445312,704.1749877929688,704.3099975585938,122919
2025-02-04 21:45:00+01:00,704.3099975585938,704.5999755859375,703.6400146484375,704.3599853515625,121623
2025-02-04 21:50:00+01:00,704.239990234375,705.8499755859375,703.3599853515625,705.239990234375,219742
2025-02-04 21:55:00+01:00,705.2100219726562,705.2100219726562,703.4199829101562,703.989990234375,501367
2025-02-05 15:30:00+01:00,703.2000122070312,709.4600219726562,700.8800048828125,707.3499755859375,865914
2025-02-05 15:35:00+01:00,707.6099853515625,713.6199951171875,707.3200073242188,711.7100219726562,666537
2025-02-05 15:40:00+01:00,711.760009765625,715.9500122070312,711.4600830078125,714.451416015625,497437
2025-02-05 15:45:00+01:00,714.7584228515625,716.9299926757812,714.4000244140625,716.25,502500
2025-02-05 15:50:00+01:00,716.385009765625,718.1400146484375,714.7786865234375,715.5399780273438,446926
2025-02-05 15:55:00+01:00,715.4400024414062,716.5700073242188,713.0200805664062,713.6300048828125,363695
2025-02-05 16:00:00+01:00,714.3800048828125,715.5,710.219970703125,710.6500244140625,367235
2025-02-05 16:05:00+01:00,710.5,711.8798828125,709.110107421875,711.3150024414062,333582
2025-02-05 16:10:00+01:00,711.3099975585938,711.4555053710938,708.0,710.1699829101562,275556
2025-02-05 16:15:00+01:00,710.2432250976562,710.6099853515625,708.010009765625,709.982421875,269520
2025-02-05 16:20:00+01:00,709.8599853515625,711.8699951171875,709.5999755859375,711.10498046875,240113
2025-02-05 16:25:00+01:00,711.219970703125,714.3499755859375,710.8300170898438,713.9600219726562,245878
2025-02-05 16:30:00+01:00,713.5599975585938,713.6699829101562,711.0399780273438,711.875,211766
2025-02-05 16:35:00+01:00,711.8800048828125,712.7399291992188,711.219970703125,711.8800048828125,118343
2025-02-05 16:40:00+01:00,711.8800048828125,712.6599731445312,710.25,710.5695190429688,200780
2025-02-05 16:45:00+01:00,710.6978149414062,711.75,707.9099731445312,708.0,213874
2025-02-05 16:50:00+01:00,708.0,708.3800048828125,705.5,706.9149780273438,310929
2025-02-05 16:55:00+01:00,706.719970703125,708.2949829101562,702.8099975585938,703.1400146484375,360287
2025-02-05 17:00:00+01:00,703.0814819335938,705.1599731445312,701.77001953125,703.6431884765625,300980
2025-02-05 17:05:00+01:00,703.610107421875,705.1799926757812,703.3300170898438,703.7999877929688,143672
2025-02-05 17:10:00+01:00,703.8300170898438,704.4000244140625,703.211181640625,703.9600219726562,98701
2025-02-05 17:15:00+01:00,703.02001953125,703.3098754882812,701.6500854492188,702.2766723632812,249594
2025-02-05 17:20:00+01:00,702.424072265625,702.8200073242188,699.8499755859375,700.7769165039062,283539
2025-02-05 17:25:00+01:00,700.7000122070312,701.1500244140625,699.010009765625,700.2000122070312,302399
2025-02-05 17:30:00+01:00,700.3399047851562,702.4000244140625,700.0700073242188,702.1300048828125,174009
2025-02-05 17:35:00+01:00,702.00537109375,703.1998901367188,701.5,701.9398803710938,178874
2025-02-05 17:40:00+01:00,701.7449951171875,702.5,700.5159912109375,700.8118286132812,163209
2025-02-05 17:45:00+01:00,700.8099975585938,703.2899780273438,700.50439453125,703.0369873046875,260005
2025-02-05 17:50:00+01:00,703.2476806640625,704.7667236328125,702.7999877929688,704.1749877929688,190365
2025-02-05 17:55:00+01:00,704.1749877929688,704.489990234375,703.1416015625,704.3599853515625,141224
2025-02-05 18:00:00+01:00,704.3599853515625,706.4871215820312,704.02001953125,706.02001953125,270569
2025-02-05 18:05:00+01:00,706.0700073242188,706.0700073242188,704.2100830078125,704.27001953125,166816
2025-02-05 18:10:00+01:00,704.3248291015625,705.2100219726562,703.8099975585938,704.0549926757812,108827
2025-02-05 18:15:00+01:00,704.1599731445312,704.5499267578125,702.9099731445312,703.4500122070312,163237
2025-02-05 18:20:00+01:00,703.530029296875,705.4299926757812,703.2000732421875,705.4199829101562,103429
2025-02-05 18:25:00+01:00,705.2899780273438,705.8298950195312,704.0194702148438,704.25,109163
2025-02-05 18:30:00+01:00,704.2899780273438,704.2899780273438,703.3300170898438,703.75,59759
2025-02-05 18:35:00+01:00,703.8499755859375,704.4990234375,703.6300048828125,703.8200073242188,73231
2025-02-05 18:40:00+01:00,704.0999755859375,704.0999755859375,703.7022705078125,703.8499755859375,74700
2025-02-05 18:45:00+01:00,703.97998046875,704.716796875,702.6199951171875,703.2999877929688,101389
2025-02-05 18:50:00+01:00,703.3400268554688,704.1900024414062,702.0,704.135009765625,106465
2025-02-05 18:55:00+01:00,704.0900268554688,704.135009765625,703.0,703.72998046875,80641
2025-02-05 19:00:00+01:00,703.739990234375,704.280029296875,703.4299926757812,704.1900024414062,56574
2025-02-05 19:05:00+01:00,704.2000122070312,704.7050170898438,703.9000854492188,704.5900268554688,64829
2025-02-05 19:10:00+01:00,704.6500244140625,704.6900024414062,703.4600219726562,703.6749877929688,83534
2025-02-05 19:15:00+01:00,703.6749877929688,704.77001953125,703.6749877929688,704.4099731445312,70956
2025-02-05 19:20:00+01:00,704.3699951171875,704.7000122070312,704.010009765625,704.3699951171875,74490
2025-02-05 19:25:00+01:00,704.2999877929688,704.4794921875,703.219970703125,703.989990234375,77242
